"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Prateleira)","Localização na Coleção (Caixa)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Classe","Ordem","Família","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de Remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"dcterms:modified","informationWithheld","basisOfRecord","institutionCode","collectionCode","catalogNumber","artificial:shelfLocation","artificial:flaskLocation","otherCatalogNumbers","associatedOccurrences","relationshipOfResource","acceptedNameUsage","scientificName","scientificNameAuthorship","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","originalNameUsage","vernacularName","nomenclaturalCode","identificationQualifier","identifiedBy","dateIdentified","typeStatus","recordedBy","recordNumber","fieldNumber","day","month","year","eventTime","eventDate","verbatimEventDate","samplingProtocol","habitat","eventRemarks","fieldNotes","continent","country","countryCode","verbatimLocality","stateProvince","county","municipality","locality","verbatimLatitude","verbatimLongitude","decimalLatitude","decimalLongitude","coordinatePrecision","geodeticDatum","footprintWKT","minimumElevationInMeters","maximumElevationInMeters","waterBody","minimumDepthInMeters","maximumDepthInMeters","locationRemarks","preparations","individualCount","sex","measurementRemarks","lifeStage","reproductiveCondition","establishmentMeans","behavior","occurrenceRemarks","disposition","artificial:shippingGuide","associatedReferences","dcterms:bibliographicCitation","datasetName","associatedMedia","nameAccordingTo","occurrenceID","previousIdentifications"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00101","organizar","organizar","x","ZUFMS-AMP04139","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2016-04-17","voucher","SILVA, I.C.O","SF30","x","17","04","2016",19:00:00,"2016-04-17","17.IV.2016","busca ativa noturna","Cerrado","área de cachoeiras","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"água corrente","1,5",2,"nenhuma","tecido (ETOH P.A.)",1,"fêmea","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00101","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00102","organizar","organizar","x","ZUFMS-AMP04140","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2016-04-17","voucher","SILVA, I.C.O","SF31","x","17","04","2016",19:00:00,"2016-04-17","17.IV.2016","busca ativa noturna","Cerrado","área de cachoeiras","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"água corrente","1,5",2,"nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00102","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00103","organizar","organizar","x","ZUFMS-AMP04141","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2016-04-17","voucher","SILVA, I.C.O","SF32","x","17","04","2016",19:00:00,"2016-04-17","17.IV.2016","busca ativa noturna","Cerrado","área de cachoeiras","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"água corrente","1,5",2,"nenhuma","tecido (ETOH P.A.)",1,"fêmea","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00103","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00104","organizar","organizar","x","ZUFMS-AMP04142","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2016-04-17","voucher","SILVA, I.C.O","SF33","x","17","04","2016",19:00:00,"2016-04-17","17.IV.2016","busca ativa noturna","Cerrado","área de cachoeiras","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"água corrente","1,5",2,"nenhuma","tecido (ETOH P.A.)",1,"fêmea","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00104","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00105","organizar","organizar","x","ZUFMS-AMP04143","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2016-04-17","voucher","SILVA, I.C.O","SF34","x","17","04","2016",19:00:00,"2016-04-17","17.IV.2016","busca ativa noturna","Cerrado","área de cachoeiras","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"água corrente","1,5",2,"nenhuma","tecido (ETOH P.A.)",1,"fêmea","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00105","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00106","organizar","organizar","x","ZUFMS-AMP04144","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2016-04-17","voucher","SILVA, I.C.O","SF35","x","17","04","2016",19:00:00,"2016-04-17","17.IV.2016","busca ativa noturna","Cerrado","área de cachoeiras","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"água corrente","1,5",2,"nenhuma","tecido (ETOH P.A.)",1,"fêmea","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00106","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00107","organizar","organizar","x","ZUFMS-AMP04146","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2016-04-17","voucher","SILVA, I.C.O","SF37","x","17","04","2016",19:00:00,"2016-04-17","17.IV.2016","busca ativa noturna","Cerrado","área de cachoeiras","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"água corrente","1,5",2,"nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00107","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00108","organizar","organizar","x","ZUFMS-AMP04147","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2016-04-17","voucher","SILVA, I.C.O","SF38","x","17","04","2016",19:00:00,"2016-04-17","17.IV.2016","busca ativa noturna","Cerrado","área de cachoeiras","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"água corrente","1,5",2,"nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00108","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00109","organizar","organizar","x","ZUFMS-AMP04148","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2016-04-17","voucher","SILVA, I.C.O","SF39","x","17","04","2016",19:00:00,"2016-04-17","17.IV.2016","busca ativa noturna","Cerrado","área de cachoeiras","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"água corrente","1,5",2,"nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00109","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00110","organizar","organizar","x","ZUFMS-AMP04149","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2016-04-17","voucher","SILVA, I.C.O","SF40","x","17","04","2016",19:00:00,"2016-04-17","17.IV.2016","busca ativa noturna","Cerrado","área de cachoeiras","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"água corrente","1,5",2,"nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00110","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00111","organizar","organizar","x","ZUFMS-AMP04150","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2016-04-17","voucher","SILVA, I.C.O","SF41","x","17","04","2016",19:00:00,"2016-04-17","17.IV.2016","busca ativa noturna","Cerrado","área de cachoeiras","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"água corrente","1,5",2,"nenhuma","tecido (ETOH P.A.)",1,"fêmea","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00111","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00112","organizar","organizar","x","ZUFMS-AMP04152","animal inteiro","Scinax fuscovarius (A. Lutz, 1925)","Scinax fuscovarius","(A. Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","perereca","ICZN","x","SILVA, I. C. O.","2016-05-13","voucher","SILVA, I.C.O","SF43","x","13","05","2016",19:00:00,"2016-05-13","13.V.2016","busca ativa noturna","Cerrado","área de cachoeiras","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"água corrente","1,5",2,"nenhuma","tecido (ETOH P.A.)",1,"fêmea","não informado","adulto","reproduzindo","selvagem","forrageando","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00112","x"
"2018-04-27","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00113","organizar","organizar","x","ZUFMS-AMP03140","animal inteiro","Melanophryniscus klappenbachi Prigioni and Langone, 2000","Melanophryniscus klappenbachi","Prigioni and Langone, 2000","Animalia","Chordata","Amphibia","Anura","Bufonidae","Melanophryniscus","x","klappenbachi","x","espécie","aceito","x","indeterminado","ICZN","x","PRADO, C. P. A.","2015-09-25","voucher","SOUZA, P. R.","x","x","12","07","2013","x","2013-07-12","12.VII.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Porto Murtinho","x","Fazenda Retiro Conceição","21°40'59.52""S","57°46'41.74""W","-21.683200","-57.778261","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","doação de alíquotas: GR08/2019","em coleção","x","x","x","Doação Prof. Paulo Robson","nenhuma","Frost, Darrel R., 2017","br:UFMS:ZUFMS:ZUFMS-TEC00113","x"
"2018-06-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00114","organizar","organizar","nenhum","ZUFMS-AMP01002","animal inteiro","Adenomera diptyx (Boettger, 1885)","Adenomera diptyx","(Boettger, 1885)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Adenomera","x","diptyx","x","espécie","aceito","x","indeterminado","ICZN","x","PIATTI, L.","2009-10-09","voucher","SOUZA, F.L.; UETANABARO, M.","CH273","x","24","08","2008","x","2008-08-24","24.VIII.2008","pitfall","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Porto Murtinho","x","Fazenda Patolá","21°42'07""S","57°43'15""W","-21.701944","-57.720833","nulo","WGS84","N: 21o41'08.01""S; S: 21o42'35.42""S; L: 57o42'56.02""O; O: 57o43'23.45""O.","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, Darrel R., 2017","br:UFMS:ZUFMS:ZUFMS-TEC00114","x"
"2018-06-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00115","organizar","organizar","AMP01004","ZUFMS-AMP10538","animal inteiro","Adenomera diptyx (Boettger, 1885)","Adenomera diptyx","(Boettger, 1885)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Adenomera","x","diptyx","x","espécie","aceito","x","indeterminado","ICZN","x","PIATTI, L.","2009-10-09","voucher","SOUZA, F.L.; UETANABARO, M.","CH491","x","09","02","2009","x","2009-02-09","09.II.2009","pitfall","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Porto Murtinho","x","Fazenda Patolá","21°42'07""S","57°43'15""W","-21.701944","-57.720833","nulo","WGS84","N: 21o41'08.01""S; S: 21o42'35.42""S; L: 57o42'56.02""O; O: 57o43'23.45""O.","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, Darrel R., 2017","br:UFMS:ZUFMS:ZUFMS-TEC00115","x"
"2018-06-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00116","organizar","organizar","AMP01004","ZUFMS-AMP10539","animal inteiro","Adenomera diptyx (Boettger, 1885)","Adenomera diptyx","(Boettger, 1885)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Adenomera","x","diptyx","x","espécie","aceito","x","indeterminado","ICZN","x","PIATTI, L.","2009-10-09","voucher","SOUZA, F.L.; UETANABARO, M.","CH492","x","09","02","2009","x","2009-02-09","09.II.2009","pitfall","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Porto Murtinho","x","Fazenda Patolá","21°42'07""S","57°43'15""W","-21.701944","-57.720833","nulo","WGS84","N: 21o41'08.01""S; S: 21o42'35.42""S; L: 57o42'56.02""O; O: 57o43'23.45""O.","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, Darrel R., 2017","br:UFMS:ZUFMS:ZUFMS-TEC00116","x"
"2018-06-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00117","organizar","organizar","AMP01004","ZUFMS-AMP10540","animal inteiro","Adenomera diptyx (Boettger, 1885)","Adenomera diptyx","(Boettger, 1885)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Adenomera","x","diptyx","x","espécie","aceito","x","indeterminado","ICZN","x","PIATTI, L.","2009-10-09","voucher","SOUZA, F.L.; UETANABARO, M.","CH495","x","09","02","2009","x","2009-02-09","09.II.2009","pitfall","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Porto Murtinho","x","Fazenda Patolá","21°42'07""S","57°43'15""W","-21.701944","-57.720833","nulo","WGS84","N: 21o41'08.01""S; S: 21o42'35.42""S; L: 57o42'56.02""O; O: 57o43'23.45""O.","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, Darrel R., 2017","br:UFMS:ZUFMS:ZUFMS-TEC00117","x"
"2018-06-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00118","organizar","organizar","AMP01004","ZUFMS-AMP10541","animal inteiro","Adenomera diptyx (Boettger, 1885)","Adenomera diptyx","(Boettger, 1885)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Adenomera","x","diptyx","x","espécie","aceito","x","indeterminado","ICZN","x","PIATTI, L.","2009-10-09","voucher","SOUZA, F.L.; UETANABARO, M.","CH496","x","09","02","2009","x","2009-02-09","09.II.2009","pitfall","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Porto Murtinho","x","Fazenda Patolá","21°42'07""S","57°43'15""W","-21.701944","-57.720833","nulo","WGS84","N: 21o41'08.01""S; S: 21o42'35.42""S; L: 57o42'56.02""O; O: 57o43'23.45""O.","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, Darrel R., 2017","br:UFMS:ZUFMS:ZUFMS-TEC00118","x"
"2018-06-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00119","organizar","organizar","AMP01004","ZUFMS-AMP10542","animal inteiro","Adenomera diptyx (Boettger, 1885)","Adenomera diptyx","(Boettger, 1885)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Adenomera","x","diptyx","x","espécie","aceito","x","indeterminado","ICZN","x","PIATTI, L.","2009-10-09","voucher","SOUZA, F.L.; UETANABARO, M.","CH497","x","09","02","2009","x","2009-02-09","09.II.2009","pitfall","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Porto Murtinho","x","Fazenda Patolá","21°42'07""S","57°43'15""W","-21.701944","-57.720833","nulo","WGS84","N: 21o41'08.01""S; S: 21o42'35.42""S; L: 57o42'56.02""O; O: 57o43'23.45""O.","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, Darrel R., 2017","br:UFMS:ZUFMS:ZUFMS-TEC00119","x"
"2018-06-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00120","organizar","organizar","AMP01004","ZUFMS-AMP10543","animal inteiro","Adenomera diptyx (Boettger, 1885)","Adenomera diptyx","(Boettger, 1885)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Adenomera","x","diptyx","x","espécie","aceito","x","indeterminado","ICZN","x","PIATTI, L.","2009-10-09","voucher","SOUZA, F.L.; UETANABARO, M.","CH498","x","09","02","2009","x","2009-02-09","09.II.2009","pitfall","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Porto Murtinho","x","Fazenda Patolá","21°42'07""S","57°43'15""W","-21.701944","-57.720833","nulo","WGS84","N: 21o41'08.01""S; S: 21o42'35.42""S; L: 57o42'56.02""O; O: 57o43'23.45""O.","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, Darrel R., 2017","br:UFMS:ZUFMS:ZUFMS-TEC00120","x"
"2018-06-06","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00121","organizar","organizar","x","ZUFMS-REP01034","animal inteiro","Ameiva ameiva ameiva (Linnaeus, 1758)","Ameiva ameiva ameiva","(Linnaeus, 1758)","Animalia","Chordata","Reptilia","Squamata","Teiidae","Ameiva","x","ameiva","ameiva","subespécie","aceito","x","indeterminado","ICZN","x","PIATTI, L.","2010-03-17","voucher","SOUZA, F.L.; UETANABARO, M.","CH284","x","25","08","2008","x","2008-08-25","25.VIII.2008","pitfall","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Porto Murtinho","x","Fazenda Patolá","21°42'07""S","57°43'15""W","-21.701944","-57.720833","nulo","WGS84","N: 21 41'08.01''S; S: 21 42'35.42''S; L: 57 42'56.02''O; O: 57 43'23.45''O.","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00121","x"
"2018-06-06","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00122","organizar","organizar","x","ZUFMS-REP01035","animal inteiro","Ameiva ameiva ameiva (Linnaeus, 1758)","Ameiva ameiva ameiva","(Linnaeus, 1758)","Animalia","Chordata","Reptilia","Squamata","Teiidae","Ameiva","x","ameiva","ameiva","subespécie","aceito","x","indeterminado","ICZN","x","PIATTI, L.","2010-03-17","voucher","SOUZA, F.L.; UETANABARO, M.","CH431","x","04","12","2008","x","2008-12-04","04.XII.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Porto Murtinho","x","Fazenda Patolá","21°42'07""S","57°43'15""W","-21.701944","-57.720833","nulo","WGS84","N: 21 41'08.01''S; S: 21 42'35.42''S; L: 57 42'56.02''O; O: 57 43'23.45''O.","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00122","x"
"2018-06-06","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00123","organizar","organizar","x","ZUFMS-REP02209","animal inteiro","Amphisbaena leeseri Gans, 1964","Amphisbaena leeseri","Gans, 1964","Animalia","Chordata","Reptilia","Squamata","Amphisbaenidae","Amphisbaena","x","leeseri","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, V. L.","2013-09-28","voucher","BÉDA, A. F.","x","x","22","09","2013","x","2013-09-22","22.IX.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","x","Universidade Federal de Mato Grosso do Sul","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00123","x"
