"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Gaveta/Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Tribo","Subtribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00309","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar1","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00309","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00310","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar1","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00310","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00311","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00311","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00312","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00312","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00313","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00313","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00314","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00314","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00315","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00315","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00316","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00316","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00317","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00317","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00318","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00318","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00319","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00319","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00320","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00320","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00321","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00321","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00322","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00322","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00323","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00323","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00324","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00324","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00325","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00325","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00326","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00326","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00327","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00327","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00328","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00328","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00329","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00329","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00330","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00330","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00331","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00331","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00332","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00332","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00333","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00333","x"
"2021-06-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00334","entregues estagiários Graciolli","organizar","nenhum","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","x","x","x","ICZN","x","x","x","voucher","TOMA, R.","x","Ar2","25","10","2013","x","x","23.X.2013","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)","x","x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-DIP00334","x"
