"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização no Armário (Gaveta/Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Tribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...","Renan",404,"CEUFMS 12396","nenhum","nenhum","Ommexecha virens Serville, 1831","Ommexecha virens","Serville, 1831","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Ommexechidae","Ommexechinae","Ommexechini","Ommexecha","x","virens","x","espécie","aceito","x","indeterminado","ICZN","x","DOMENICO, F. C. ","2013","voucher","OLIVIER, R. S.","x","x","17","05","2013","x","2013-05-17","17.V.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Ribas do Rio Pardo ","x","Fazenda Santa Fé ","21°04'16.16""S","53°41'06.90""W","-21.071156","-53.685250","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...","Renan",393,"CEUFMS 12397","nenhum","nenhum","Ommexecha virens Serville, 1831","Ommexecha virens","Serville, 1831","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Ommexechidae","Ommexechinae","Ommexechini","Ommexecha","x","virens","x","espécie","aceito","x","indeterminado","ICZN","x","DOMENICO, F. C. ","2013","voucher","OLIVIER, R. S.","x","x","17","05","2013","x","2013-05-17","17.V.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Ribas do Rio Pardo ","x","Fazenda Santa Fé ","21°04'16.16""S","53°41'06.90""W","-21.071156","-53.685250","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...","Renan",369,"CEUFMS 12398","nenhum","nenhum","Ommexecha virens Serville, 1831","Ommexecha virens","Serville, 1831","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Ommexechidae","Ommexechinae","Ommexechini","Ommexecha","x","virens","x","espécie","aceito","x","indeterminado","ICZN","x","DOMENICO, F. C. ","2013","voucher","OLIVIER, R. S.","x","x","17","05","2013","x","2013-05-17","17.V.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Ribas do Rio Pardo ","x","Fazenda Santa Fé ","21°04'16.16""S","53°41'06.90""W","-21.071156","-53.685250","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...","Renan",401,"CEUFMS 12399","nenhum","nenhum","Ommexecha virens Serville, 1831","Ommexecha virens","Serville, 1831","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Ommexechidae","Ommexechinae","Ommexechini","Ommexecha","x","virens","x","espécie","aceito","x","indeterminado","ICZN","x","DOMENICO, F. C. ","2013","voucher","OLIVIER, R. S.","x","x","17","05","2013","x","2013-05-17","17.V.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Ribas do Rio Pardo ","x","Fazenda Santa Fé ","21°04'16.16""S","53°41'06.90""W","-21.071156","-53.685250","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...","Renan",402,"CEUFMS 12400","nenhum","nenhum","Ommexecha virens Serville, 1831","Ommexecha virens","Serville, 1831","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Ommexechidae","Ommexechinae","Ommexechini","Ommexecha","x","virens","x","espécie","aceito","x","indeterminado","ICZN","x","DOMENICO, F. C. ","2013","voucher","OLIVIER, R. S.","x","x","17","05","2013","x","2013-05-17","17.V.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Ribas do Rio Pardo ","x","Fazenda Santa Fé ","21°04'16.16""S","53°41'06.90""W","-21.071156","-53.685250","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...","Renan",399,"CEUFMS 12401","nenhum","nenhum","Ommexecha virens Serville, 1831","Ommexecha virens","Serville, 1831","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Ommexechidae","Ommexechinae","Ommexechini","Ommexecha","x","virens","x","espécie","aceito","x","indeterminado","ICZN","x","DOMENICO, F. C. ","2013","voucher","OLIVIER, R. S.","x","x","17","05","2013","x","2013-05-17","17.V.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Ribas do Rio Pardo ","x","Fazenda Santa Fé ","21°04'16.16""S","53°41'06.90""W","-21.071156","-53.685250","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...","Renan",385,"CEUFMS 12402","nenhum","nenhum","Ommexecha virens Serville, 1831","Ommexecha virens","Serville, 1831","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Ommexechidae","Ommexechinae","Ommexechini","Ommexecha","x","virens","x","espécie","aceito","x","indeterminado","ICZN","x","DOMENICO, F. C. ","2013","voucher","OLIVIER, R. S.","x","x","17","05","2013","x","2013-05-17","17.V.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Ribas do Rio Pardo ","x","Fazenda Santa Fé ","21°04'16.16""S","53°41'06.90""W","-21.071156","-53.685250","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...","Renan",397,"CEUFMS 12403","nenhum","nenhum","Ommexecha virens Serville, 1831","Ommexecha virens","Serville, 1831","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Ommexechidae","Ommexechinae","Ommexechini","Ommexecha","x","virens","x","espécie","aceito","x","indeterminado","ICZN","x","DOMENICO, F. C. ","2013","voucher","OLIVIER, R. S.","x","x","17","05","2013","x","2013-05-17","17.V.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Ribas do Rio Pardo ","x","Fazenda Santa Fé ","21°04'16.16""S","53°41'06.90""W","-21.071156","-53.685250","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...","Renan",364,"CEUFMS 12404","nenhum","nenhum","Ommexecha virens Serville, 1831","Ommexecha virens","Serville, 1831","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Ommexechidae","Ommexechinae","Ommexechini","Ommexecha","x","virens","x","espécie","aceito","x","indeterminado","ICZN","x","DOMENICO, F. C. ","2013","voucher","OLIVIER, R. S.","x","x","17","05","2013","x","2013-05-17","17.V.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Ribas do Rio Pardo ","x","Fazenda Santa Fé ","21°04'16.16""S","53°41'06.90""W","-21.071156","-53.685250","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...","Renan",398,"CEUFMS 12405","nenhum","nenhum","Ommexecha virens Serville, 1831","Ommexecha virens","Serville, 1831","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Ommexechidae","Ommexechinae","Ommexechini","Ommexecha","x","virens","x","espécie","aceito","x","indeterminado","ICZN","x","DOMENICO, F. C. ","2013","voucher","OLIVIER, R. S.","x","x","17","05","2013","x","2013-05-17","17.V.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Ribas do Rio Pardo ","x","Fazenda Santa Fé ","21°04'16.16""S","53°41'06.90""W","-21.071156","-53.685250","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...","Renan",371,"CEUFMS 12406","nenhum","nenhum","Ommexecha virens Serville, 1831","Ommexecha virens","Serville, 1831","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Ommexechidae","Ommexechinae","Ommexechini","Ommexecha","x","virens","x","espécie","aceito","x","indeterminado","ICZN","x","DOMENICO, F. C. ","2013","voucher","OLIVIER, R. S.","x","x","17","05","2013","x","2013-05-17","17.V.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Ribas do Rio Pardo ","x","Fazenda Santa Fé ","21°04'16.16""S","53°41'06.90""W","-21.071156","-53.685250","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...","Renan",388,"CEUFMS 12407","nenhum","nenhum","Ommexecha virens Serville, 1831","Ommexecha virens","Serville, 1831","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Ommexechidae","Ommexechinae","Ommexechini","Ommexecha","x","virens","x","espécie","aceito","x","indeterminado","ICZN","x","DOMENICO, F. C. ","2013","voucher","OLIVIER, R. S.","x","x","17","05","2013","x","2013-05-17","17.V.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Ribas do Rio Pardo ","x","Fazenda Santa Fé ","21°04'16.16""S","53°41'06.90""W","-21.071156","-53.685250","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7d","CEUFMS 12526","nenhum","nenhum","Ommexecha virens Serville, 1831","Ommexecha virens","Serville, 1831","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Ommexechidae","Ommexechinae","Ommexechini","Ommexecha","x","virens","x","espécie","aceito","x","indeterminado","ICZN","x","DOMENICO, F. C. ","2013","voucher","OLIVIER, R. S.","x","x","17","05","2013","x","2013-05-17","17.V.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Ribas do Rio Pardo ","x","Fazenda Santa Fé ","21°04'16.16""S","53°41'06.90""W","-21.071156","-53.685250","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7d","CEUFMS 12527","nenhum","nenhum","Ommexecha virens Serville, 1831","Ommexecha virens","Serville, 1831","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Ommexechidae","Ommexechinae","Ommexechini","Ommexecha","x","virens","x","espécie","aceito","x","indeterminado","ICZN","x","DOMENICO, F. C. ","2013","voucher","OLIVIER, R. S.","x","x","17","05","2013","x","2013-05-17","17.V.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Ribas do Rio Pardo ","x","Fazenda Santa Fé ","21°04'16.16""S","53°41'06.90""W","-21.071156","-53.685250","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7d","CEUFMS 12528","nenhum","nenhum","Ommexecha virens Serville, 1831","Ommexecha virens","Serville, 1831","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Ommexechidae","Ommexechinae","Ommexechini","Ommexecha","x","virens","x","espécie","aceito","x","indeterminado","ICZN","x","DOMENICO, F. C. ","2013","voucher","OLIVIER, R. S.","x","x","17","05","2013","x","2013-05-17","17.V.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Ribas do Rio Pardo ","x","Fazenda Santa Fé ","21°04'16.16""S","53°41'06.90""W","-21.071156","-53.685250","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7d","CEUFMS 12529","nenhum","nenhum","Ommexecha virens Serville, 1831","Ommexecha virens","Serville, 1831","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Ommexechidae","Ommexechinae","Ommexechini","Ommexecha","x","virens","x","espécie","aceito","x","indeterminado","ICZN","x","DOMENICO, F. C. ","2013","voucher","OLIVIER, R. S.","x","x","17","05","2013","x","2013-05-17","17.V.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Ribas do Rio Pardo ","x","Fazenda Santa Fé ","21°04'16.16""S","53°41'06.90""W","-21.071156","-53.685250","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7d","CEUFMS 12530","nenhum","nenhum","Ommexecha virens Serville, 1831","Ommexecha virens","Serville, 1831","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Ommexechidae","Ommexechinae","Ommexechini","Ommexecha","x","virens","x","espécie","aceito","x","indeterminado","ICZN","x","DOMENICO, F. C. ","2013","voucher","OLIVIER, R. S.","x","x","17","05","2013","x","2013-05-17","17.V.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Ribas do Rio Pardo ","x","Fazenda Santa Fé ","21°04'16.16""S","53°41'06.90""W","-21.071156","-53.685250","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7d","CEUFMS 12531","nenhum","nenhum","Ommexecha virens Serville, 1831","Ommexecha virens","Serville, 1831","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Ommexechidae","Ommexechinae","Ommexechini","Ommexecha","x","virens","x","espécie","aceito","x","indeterminado","ICZN","x","DOMENICO, F. C. ","2013","voucher","OLIVIER, R. S.","x","x","17","05","2013","x","2013-05-17","17.V.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Ribas do Rio Pardo ","x","Fazenda Santa Fé ","21°04'16.16""S","53°41'06.90""W","-21.071156","-53.685250","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
